match_id,date,team1,team2,team1_sets,team2_sets,winner
2025-11-17_byQlmwTe_p298ASFI,2025-11-17,minas-tenis-clube-byQlmwTe,suzano-volei-p298ASFI,3,2,minas-tenis-clube-byQlmwTe
2025-11-17_bw6M1XcM_OSDwWRtI,2025-11-17,gorky-n-novgorod-bw6M1XcM,mgtu-moscow-OSDwWRtI,3,2,gorky-n-novgorod-bw6M1XcM
2025-11-17_dxBuFAus_UBvJOjmK,2025-11-17,sesi-sp-dxBuFAus,praia-clube-UBvJOjmK,2,3,praia-clube-UBvJOjmK
2025-11-17_WKH8o7LM_vP40jjtD,2025-11-17,ofi-WKH8o7LM,paok-vP40jjtD,2,3,paok-vP40jjtD
2025-11-18_pAof6Hml_WhuLLKZT,2025-11-18,olsztyn-pAof6Hml,zawiercie-WhuLLKZT,2,3,zawiercie-WhuLLKZT
2025-11-18_Um4hyFKf_EuwcJPKB,2025-11-18,chks-chelm-Um4hyFKf,norwid-czestochowa-EuwcJPKB,3,1,chks-chelm-Um4hyFKf
2025-11-18_xdHW77yF_p4s7hUbp,2025-11-18,mav-elore-sc-xdHW77yF,tsv-giesen-grizzlys-p4s7hUbp,3,1,mav-elore-sc-xdHW77yF
2025-11-19_rye49eZt_pKEFygs1,2025-11-19,nordenskov-uif-rye49eZt,foinikas-syroy-pKEFygs1,2,3,foinikas-syroy-pKEFygs1
2025-11-19_CWJyenai_nekXvmpb,2025-11-19,vco-berlin-CWJyenai,scc-berlin-nekXvmpb,0,3,scc-berlin-nekXvmpb
2025-11-19_OfkhJ7gb_2mFkvMLS,2025-11-19,craiova-OfkhJ7gb,maaseik-2mFkvMLS,3,2,craiova-OfkhJ7gb
2025-11-19_jiUIc2wQ_GUMl8pkQ,2025-11-19,sanatgaran-omid-jiUIc2wQ,shahrdari-urmia-GUMl8pkQ,0,3,shahrdari-urmia-GUMl8pkQ
2025-11-19_U5c8aIrG_2Vc0zLdC,2025-11-19,tabiat-eslamshahr-U5c8aIrG,razin-polymer-2Vc0zLdC,3,2,tabiat-eslamshahr-U5c8aIrG
2025-11-19_4vVpW8mC_8W4ixsSa,2025-11-19,shahdab-yazd-4vVpW8mC,esteghlal-gonbad-8W4ixsSa,3,0,shahdab-yazd-4vVpW8mC
2025-11-19_SjGBbxbM_AeiWZboJ,2025-11-19,chadormalu-SjGBbxbM,mehregan-noor-AeiWZboJ,1,3,mehregan-noor-AeiWZboJ
2025-11-19_URSyoJjb_p66fpscJ,2025-11-19,paykan-URSyoJjb,saipa-tehran-p66fpscJ,3,0,paykan-URSyoJjb
2025-11-19_jajFI3Ws_Crdl5TM1,2025-11-19,vc-strumica-jajFI3Ws,ceske-budejovice-Crdl5TM1,0,3,ceske-budejovice-Crdl5TM1
2025-11-19_0QqJdHDe_h2H7m1CR,2025-11-19,benfica-0QqJdHDe,centrometal-h2H7m1CR,3,0,benfica-0QqJdHDe
2025-11-19_UVC4zpPD_QHGgYVPI,2025-11-19,radnicki-UVC4zpPD,ach-volley-ljubljana-QHGgYVPI,0,3,ach-volley-ljubljana-QHGgYVPI
2025-11-19_Mgp4x5JA_h0TqDKAi,2025-11-19,sirjan-Mgp4x5JA,sepahan-h0TqDKAi,3,2,sirjan-Mgp4x5JA
2025-11-19_2qsyTQW9_nNpxlbKs,2025-11-19,milano-2qsyTQW9,grottazzolina-nNpxlbKs,3,0,milano-2qsyTQW9
2025-11-19_fuJ9F075_WE61m6AE,2025-11-19,halkbank-fuJ9F075,bursa-WE61m6AE,3,0,halkbank-fuJ9F075
2025-11-19_KloOcygm_4nBz5M3U,2025-11-19,gaziantep-genclik-KloOcygm,altekma-4nBz5M3U,1,3,altekma-4nBz5M3U
2025-11-19_lWD9RIPD_Kv7iGxys,2025-11-19,jastrzebski-lWD9RIPD,lublin-Kv7iGxys,1,3,lublin-Kv7iGxys
2025-11-19_21Os7cYs_n7gpLG2s,2025-11-19,rzeszow-21Os7cYs,kedzierzyn-kozle-n7gpLG2s,2,3,kedzierzyn-kozle-n7gpLG2s
2025-11-19_hC0jKP7N_ba4VIY16,2025-11-19,nova-novokuybyshevsk-hC0jKP7N,din-moscow-ba4VIY16,2,3,din-moscow-ba4VIY16
2025-11-19_j7Id0yFb_xKjcGtha,2025-11-19,ziraat-bankasi-j7Id0yFb,spor-toto-xKjcGtha,3,0,ziraat-bankasi-j7Id0yFb
2025-11-19_CGJh1Hah_nLrfnIpa,2025-11-19,istanbul-bb-CGJh1Hah,galatasaray-nLrfnIpa,1,3,galatasaray-nLrfnIpa
2025-11-19_n5HM8Usr_63ZVqQDr,2025-11-19,akkus-bld-n5HM8Usr,alanya-bld-63ZVqQDr,0,3,alanya-bld-63ZVqQDr
2025-11-19_IgKl2cpn_6katO8rK,2025-11-19,fenerbahce-IgKl2cpn,istanbul-gsk-6katO8rK,2,3,istanbul-gsk-6katO8rK
2025-11-19_dIKtyvtP_2qthufQB,2025-11-19,haok-mladost-dIKtyvtP,manacor-2qthufQB,3,1,haok-mladost-dIKtyvtP
2025-11-19_pCto2hNE_UqTvfVSl,2025-11-19,gebze-pCto2hNE,cizre-bld-UqTvfVSl,3,1,gebze-pCto2hNE
2025-11-19_M5rJEDHs_tdSt87W8,2025-11-19,al-wakra-M5rJEDHs,al-khor-tdSt87W8,2,3,al-khor-tdSt87W8
2025-11-20_hOxAoMjj_O4MYx0BC,2025-11-20,paris-hOxAoMjj,nice-O4MYx0BC,1,3,nice-O4MYx0BC
2025-11-20_2PiJkt1T_fwN0pTnE,2025-11-20,monteros-2PiJkt1T,san-lorenzo-de-almagro-fwN0pTnE,3,0,monteros-2PiJkt1T
2025-11-20_WMOb4cbO_2X47U2bO,2025-11-20,ciudad-buenos-aires-WMOb4cbO,banfield-2X47U2bO,3,1,ciudad-buenos-aires-WMOb4cbO
2025-11-20_8d2aS61N_xfxfdEus,2025-11-20,goias-8d2aS61N,sao-jose-dos-campos-xfxfdEus,3,1,goias-8d2aS61N
2025-11-20_Qc6DYNgQ_x8EXtuzk,2025-11-20,crvena-zvezda-Qc6DYNgQ,mladost-ribola-kastela-x8EXtuzk,3,0,crvena-zvezda-Qc6DYNgQ
2025-11-20_jgKi0Llj_0pxnGFZT,2025-11-20,monte-carmelo-jgKi0Llj,guarulhos-0pxnGFZT,2,3,guarulhos-0pxnGFZT
2025-11-21_S0nUsKBh_YgncOTwn,2025-11-21,zenit-st-petersburg-S0nUsKBh,ufa-YgncOTwn,3,0,zenit-st-petersburg-S0nUsKBh
2025-11-21_SMCDQxuK_EuwcJPKB,2025-11-21,belchatow-SMCDQxuK,norwid-czestochowa-EuwcJPKB,3,1,belchatow-SMCDQxuK
2025-11-21_80aPt1Vn_f3mgP9Ou,2025-11-21,neftjanik-orenburg-80aPt1Vn,belgorod-f3mgP9Ou,1,3,belgorod-f3mgP9Ou
2025-11-21_K85RJEn0_KEpRN78b,2025-11-21,novyi-urengoy-K85RJEn0,surgut-region-KEpRN78b,0,3,surgut-region-KEpRN78b
2025-11-21_lhL6wFCl_SxTPvMt0,2025-11-21,tourcoing-lhL6wFCl,ajaccio-SxTPvMt0,3,0,tourcoing-lhL6wFCl
2025-11-21_fLhuwREA_8pWgkzcP,2025-11-21,duren-fLhuwREA,luneburg-8pWgkzcP,3,0,duren-fLhuwREA
2025-11-21_bLGPsNgP_WbhEPYZa,2025-11-21,tucuman-de-gimnasia-bLGPsNgP,river-plate-WbhEPYZa,3,1,tucuman-de-gimnasia-bLGPsNgP
2025-11-21_Y18ys6Rq_fwN0pTnE,2025-11-21,waiwen-Y18ys6Rq,san-lorenzo-de-almagro-fwN0pTnE,3,1,waiwen-Y18ys6Rq
2025-11-21_W8QN2ml3_2PiJkt1T,2025-11-21,velez-sarsfield-W8QN2ml3,monteros-2PiJkt1T,0,3,monteros-2PiJkt1T
2025-11-21_UBvJOjmK_byQlmwTe,2025-11-21,praia-clube-UBvJOjmK,minas-tenis-clube-byQlmwTe,3,2,praia-clube-UBvJOjmK
2025-11-21_OSDwWRtI_nibTuLpg,2025-11-21,mgtu-moscow-OSDwWRtI,enisey-krasnoyarsk-nibTuLpg,0,3,enisey-krasnoyarsk-nibTuLpg
2025-11-22_nLjMYaqj_n1fQwmN6,2025-11-22,lindemans-aalst-nLjMYaqj,menen-n1fQwmN6,2,3,menen-n1fQwmN6
2025-11-22_p84AgERs_pKEFygs1,2025-11-22,olympiakos-p84AgERs,foinikas-syroy-pKEFygs1,3,0,olympiakos-p84AgERs
2025-11-22_fB5HCnLG_lY4LB6zN,2025-11-22,osaka-sakai-fB5HCnLG,osaka-bluteon-lY4LB6zN,0,3,osaka-bluteon-lY4LB6zN
2025-11-22_6qoPxMTP_jJjkNZW4,2025-11-22,achel-6qoPxMTP,brabo-antwerp-jJjkNZW4,3,1,achel-6qoPxMTP
2025-11-22_IVLyj26M_pp1TByGo,2025-11-22,roeselare-IVLyj26M,gent-pp1TByGo,3,0,roeselare-IVLyj26M
2025-11-22_d0FeiWQ6_vsEJzDd7,2025-11-22,panathinaikos-d0FeiWQ6,aons-milon-vsEJzDd7,1,3,aons-milon-vsEJzDd7
2025-11-22_dIKtyvtP_v5SwRaz2,2025-11-22,haok-mladost-dIKtyvtP,rijeka-v5SwRaz2,3,0,haok-mladost-dIKtyvtP
2025-11-22_hb1Yps0L_6qbfvecr,2025-11-22,plessis-robinson-hb1Yps0L,toulouse-6qbfvecr,3,1,plessis-robinson-hb1Yps0L
2025-11-22_WEyEpt6d_G06DuLNr,2025-11-22,poitiers-WEyEpt6d,chaumont-G06DuLNr,3,2,poitiers-WEyEpt6d
2025-11-22_vP40jjtD_INbKIAg9,2025-11-22,paok-vP40jjtD,ao-kalamata-INbKIAg9,3,0,paok-vP40jjtD
2025-11-22_Crdl5TM1_jZfh4mx8,2025-11-22,ceske-budejovice-Crdl5TM1,pribram-jZfh4mx8,3,0,ceske-budejovice-Crdl5TM1
2025-11-22_xjw5DS5A_jTKINSpR,2025-11-22,toray-arrows-xjw5DS5A,nagoya-jTKINSpR,1,3,nagoya-jTKINSpR
2025-11-22_QNcK5khk_zN4lS372,2025-11-22,kladno-QNcK5khk,benatky-zN4lS372,3,2,kladno-QNcK5khk
2025-11-22_dt8ys2nr_8WrL1m7J,2025-11-22,karlovarsko-dt8ys2nr,odolena-voda-8WrL1m7J,3,0,karlovarsko-dt8ys2nr
2025-11-22_rDogAwQQ_lQ8hRNM8,2025-11-22,zlin-rDogAwQQ,vk-lvi-prague-lQ8hRNM8,2,3,vk-lvi-prague-lQ8hRNM8
2025-11-22_QcxiIx5R_0biVCGSl,2025-11-22,castelo-maia-gc-QcxiIx5R,sporting-de-espinho-0biVCGSl,3,1,castelo-maia-gc-QcxiIx5R
2025-11-22_INkEKK52_0QqJdHDe,2025-11-22,leixoes-sc-INkEKK52,benfica-0QqJdHDe,0,3,benfica-0QqJdHDe
2025-11-22_SCoBbwqq_vJ6U0DU9,2025-11-22,academica-de-espinho-SCoBbwqq,santo-tirso-vJ6U0DU9,3,0,academica-de-espinho-SCoBbwqq
2025-11-22_C2yq100p_SO3PAQkT,2025-11-22,voreas-hokkaido-C2yq100p,suntory-sunbirds-SO3PAQkT,0,3,suntory-sunbirds-SO3PAQkT
2025-11-22_fsBzXKhU_2cmfnQzs,2025-11-22,mamede-fsBzXKhU,sporting-cp-2cmfnQzs,1,3,sporting-cp-2cmfnQzs
2025-11-22_WfHkZBAC_dYSKZXu0,2025-11-22,calcit-kamnik-WfHkZBAC,ok-maribor-dYSKZXu0,3,1,calcit-kamnik-WfHkZBAC
2025-11-22_xhKcXkuP_K264yfBm,2025-11-22,alpacem-kanal-xhKcXkuP,triglav-kranj-K264yfBm,3,1,alpacem-kanal-xhKcXkuP
2025-11-22_ETv6cNZn_QHGgYVPI,2025-11-22,panvita-pomgrad-ETv6cNZn,ach-volley-ljubljana-QHGgYVPI,0,3,ach-volley-ljubljana-QHGgYVPI
2025-11-22_ny1bf4Dj_IaHhI75c,2025-11-22,jt-thunders-ny1bf4Dj,tokyo-great-bears-IaHhI75c,2,3,tokyo-great-bears-IaHhI75c
2025-11-22_p2MjmR0c_p6Uf7OoP,2025-11-22,vc-nagano-p2MjmR0c,jtekt-p6Uf7OoP,1,3,jtekt-p6Uf7OoP
2025-11-22_A7seqaBP_2qsyTQW9,2025-11-22,cisterna-A7seqaBP,milano-2qsyTQW9,0,3,milano-2qsyTQW9
2025-11-22_lWD9RIPD_Um4hyFKf,2025-11-22,jastrzebski-lWD9RIPD,chks-chelm-Um4hyFKf,3,1,jastrzebski-lWD9RIPD
2025-11-22_21Os7cYs_WhuLLKZT,2025-11-22,rzeszow-21Os7cYs,zawiercie-WhuLLKZT,0,3,zawiercie-WhuLLKZT
2025-11-22_j7MxHCWI_tOoNOmgh,2025-11-22,zenit-kazan-j7MxHCWI,novosibirsk-tOoNOmgh,1,3,novosibirsk-tOoNOmgh
2025-11-22_hbFonVBi_2wzWMRN4,2025-11-22,kemerovo-hbFonVBi,yaroslavl-2wzWMRN4,3,1,kemerovo-hbFonVBi
2025-11-22_UqTvfVSl_j7Id0yFb,2025-11-22,cizre-bld-UqTvfVSl,ziraat-bankasi-j7Id0yFb,0,3,ziraat-bankasi-j7Id0yFb
2025-11-22_nLrfnIpa_n5HM8Usr,2025-11-22,galatasaray-nLrfnIpa,akkus-bld-n5HM8Usr,3,0,galatasaray-nLrfnIpa
2025-11-22_63ZVqQDr_IgKl2cpn,2025-11-22,alanya-bld-63ZVqQDr,fenerbahce-IgKl2cpn,0,3,fenerbahce-IgKl2cpn
2025-11-22_fuJ9F075_KloOcygm,2025-11-22,halkbank-fuJ9F075,gaziantep-genclik-KloOcygm,2,3,gaziantep-genclik-KloOcygm
2025-11-22_WE61m6AE_xKjcGtha,2025-11-22,bursa-WE61m6AE,spor-toto-xKjcGtha,2,3,spor-toto-xKjcGtha
2025-11-22_4nBz5M3U_CGJh1Hah,2025-11-22,altekma-4nBz5M3U,istanbul-bb-CGJh1Hah,3,2,altekma-4nBz5M3U
2025-11-22_dhmqo2yp_fq1HkrTS,2025-11-22,narbonne-dhmqo2yp,montpellier-fq1HkrTS,1,3,montpellier-fq1HkrTS
2025-11-22_Qu1Ot9Fo_O2FjXreG,2025-11-22,friedrichshafen-Qu1Ot9Fo,freiburg-O2FjXreG,3,0,friedrichshafen-Qu1Ot9Fo
2025-11-22_OWUbRW4I_p4s7hUbp,2025-11-22,warnemunde-OWUbRW4I,tsv-giesen-grizzlys-p4s7hUbp,1,3,tsv-giesen-grizzlys-p4s7hUbp
2025-11-22_vgw8MODe_ING9tghN,2025-11-22,herrsching-vgw8MODe,mitteldeutschland-ING9tghN,3,0,herrsching-vgw8MODe
2025-11-22_WbhEPYZa_Y18ys6Rq,2025-11-22,river-plate-WbhEPYZa,waiwen-Y18ys6Rq,3,2,river-plate-WbhEPYZa
2025-11-22_K66Eh4bG_WGABxZRf,2025-11-22,cannes-K66Eh4bG,tours-WGABxZRf,1,3,tours-WGABxZRf
2025-11-22_AwS2lscL_dnTIepBG,2025-11-22,mok-mursa-osijek-AwS2lscL,mok-dinamo-zagreb-dnTIepBG,3,0,mok-mursa-osijek-AwS2lscL
2025-11-22_fsTxZQzt_lSPIzHQL,2025-11-22,jf-volei-fsTxZQzt,joinville-lSPIzHQL,0,3,joinville-lSPIzHQL
2025-11-22_dhVmA0z9_p298ASFI,2025-11-22,sada-cruzeiro-dhVmA0z9,suzano-volei-p298ASFI,3,0,sada-cruzeiro-dhVmA0z9
2025-11-22_WMOb4cbO_Ik0y41qq,2025-11-22,ciudad-buenos-aires-WMOb4cbO,upcn-voley-club-Ik0y41qq,3,2,ciudad-buenos-aires-WMOb4cbO
2025-11-22_6katO8rK_pCto2hNE,2025-11-22,istanbul-gsk-6katO8rK,gebze-pCto2hNE,3,0,istanbul-gsk-6katO8rK
2025-11-23_ny1bf4Dj_IaHhI75c,2025-11-23,jt-thunders-ny1bf4Dj,tokyo-great-bears-IaHhI75c,1,3,tokyo-great-bears-IaHhI75c
2025-11-23_4vVpW8mC_AeiWZboJ,2025-11-23,shahdab-yazd-4vVpW8mC,mehregan-noor-AeiWZboJ,3,0,shahdab-yazd-4vVpW8mC
2025-11-23_p2MjmR0c_p6Uf7OoP,2025-11-23,vc-nagano-p2MjmR0c,jtekt-p6Uf7OoP,0,3,jtekt-p6Uf7OoP
2025-11-23_GSsNDXWm_M5rJEDHs,2025-11-23,al-ahli-GSsNDXWm,al-wakra-M5rJEDHs,0,3,al-wakra-M5rJEDHs
2025-11-23_x8EXtuzk_OITYl3S8,2025-11-23,mladost-ribola-kastela-x8EXtuzk,varazdin-OITYl3S8,3,0,mladost-ribola-kastela-x8EXtuzk
2025-11-23_xjw5DS5A_jTKINSpR,2025-11-23,toray-arrows-xjw5DS5A,nagoya-jTKINSpR,0,3,nagoya-jTKINSpR
2025-11-23_CffxNRaH_EJS1lfOD,2025-11-23,trentino-CffxNRaH,safety-perugia-EJS1lfOD,3,1,trentino-CffxNRaH
2025-11-23_fB5HCnLG_lY4LB6zN,2025-11-23,osaka-sakai-fB5HCnLG,osaka-bluteon-lY4LB6zN,1,3,osaka-bluteon-lY4LB6zN
2025-11-23_Kfbd7lGB_hxtqRVVu,2025-11-23,padova-Kfbd7lGB,lube-civitanova-hxtqRVVu,3,2,padova-Kfbd7lGB
2025-11-23_OdjU5n0U_vgreOTFb,2025-11-23,verona-OdjU5n0U,monza-vgreOTFb,3,0,verona-OdjU5n0U
2025-11-23_KCDVlA71_6upmQkon,2025-11-23,cuneo-volley-KCDVlA71,modena-6upmQkon,2,3,modena-6upmQkon
2025-11-23_nNpxlbKs_IXfYN7pB,2025-11-23,grottazzolina-nNpxlbKs,piacenza-IXfYN7pB,0,3,piacenza-IXfYN7pB
2025-11-23_zav73FX6_2kggPBWE,2025-11-23,projekt-warszawa-zav73FX6,slepsk-suwalki-2kggPBWE,3,2,projekt-warszawa-zav73FX6
2025-11-23_jm1YCctT_Kv7iGxys,2025-11-23,barkom-jm1YCctT,lublin-Kv7iGxys,1,3,lublin-Kv7iGxys
2025-11-23_pAof6Hml_K4CJzoda,2025-11-23,olsztyn-pAof6Hml,cuprum-gorzow-K4CJzoda,3,0,olsztyn-pAof6Hml
2025-11-23_C2yq100p_SO3PAQkT,2025-11-23,voreas-hokkaido-C2yq100p,suntory-sunbirds-SO3PAQkT,0,3,suntory-sunbirds-SO3PAQkT
2025-11-23_MB7pnxoH_bw6M1XcM,2025-11-23,dinamo-lo-MB7pnxoH,gorky-n-novgorod-bw6M1XcM,2,3,gorky-n-novgorod-bw6M1XcM
2025-11-23_QqMi2DVn_dxBuFAus,2025-11-23,volei-renata-QqMi2DVn,sesi-sp-dxBuFAus,3,0,volei-renata-QqMi2DVn
2025-11-23_UBvJOjmK_jgKi0Llj,2025-11-23,praia-clube-UBvJOjmK,monte-carmelo-jgKi0Llj,3,0,praia-clube-UBvJOjmK
2025-11-23_WbhEPYZa_WMOb4cbO,2025-11-23,river-plate-WbhEPYZa,ciudad-buenos-aires-WMOb4cbO,0,3,ciudad-buenos-aires-WMOb4cbO
2025-11-23_fwN0pTnE_W8QN2ml3,2025-11-23,san-lorenzo-de-almagro-fwN0pTnE,velez-sarsfield-W8QN2ml3,3,2,san-lorenzo-de-almagro-fwN0pTnE
2025-11-23_2X47U2bO_bLGPsNgP,2025-11-23,banfield-2X47U2bO,tucuman-de-gimnasia-bLGPsNgP,3,2,banfield-2X47U2bO
2025-11-23_nekXvmpb_YDMwzoBc,2025-11-23,scc-berlin-nekXvmpb,dachau-YDMwzoBc,3,0,scc-berlin-nekXvmpb
2025-11-23_Qu1Ot9Fo_CWJyenai,2025-11-23,friedrichshafen-Qu1Ot9Fo,vco-berlin-CWJyenai,3,0,friedrichshafen-Qu1Ot9Fo
2025-11-23_hESei7a0_2mFkvMLS,2025-11-23,haasrode-leuven-hESei7a0,maaseik-2mFkvMLS,3,2,haasrode-leuven-hESei7a0
2025-11-23_2PiJkt1T_Ik0y41qq,2025-11-23,monteros-2PiJkt1T,upcn-voley-club-Ik0y41qq,1,3,upcn-voley-club-Ik0y41qq
2025-11-24_bLGPsNgP_Y18ys6Rq,2025-11-24,tucuman-de-gimnasia-bLGPsNgP,waiwen-Y18ys6Rq,3,1,tucuman-de-gimnasia-bLGPsNgP
2025-11-24_Ao2IPdfQ_n7gpLG2s,2025-11-24,trefl-gdansk-Ao2IPdfQ,kedzierzyn-kozle-n7gpLG2s,3,2,trefl-gdansk-Ao2IPdfQ
2025-11-24_hb1Yps0L_O4MYx0BC,2025-11-24,plessis-robinson-hb1Yps0L,nice-O4MYx0BC,0,3,nice-O4MYx0BC
2025-11-25_WGABxZRf_lhL6wFCl,2025-11-25,tours-WGABxZRf,tourcoing-lhL6wFCl,3,0,tours-WGABxZRf
2025-11-25_SxTPvMt0_G06DuLNr,2025-11-25,ajaccio-SxTPvMt0,chaumont-G06DuLNr,0,3,chaumont-G06DuLNr
2025-11-25_6FMIfxIE_fq1HkrTS,2025-11-25,st-nazaire-6FMIfxIE,montpellier-fq1HkrTS,3,0,st-nazaire-6FMIfxIE
2025-11-25_AoB7qja3_bXMo7RoF,2025-11-25,al-rayyan-AoB7qja3,al-shamal-bXMo7RoF,3,2,al-rayyan-AoB7qja3
2025-11-25_SMCDQxuK_lWD9RIPD,2025-11-25,belchatow-SMCDQxuK,jastrzebski-lWD9RIPD,3,1,belchatow-SMCDQxuK
2025-11-25_OEWgB2FI_CzgbTYKj,2025-11-25,police-club-OEWgB2FI,al-sadd-CzgbTYKj,3,0,police-club-OEWgB2FI
2025-11-25_K66Eh4bG_WEyEpt6d,2025-11-25,cannes-K66Eh4bG,poitiers-WEyEpt6d,1,3,poitiers-WEyEpt6d
2025-11-25_ba4VIY16_tOoNOmgh,2025-11-25,din-moscow-ba4VIY16,novosibirsk-tOoNOmgh,3,1,din-moscow-ba4VIY16
2025-11-25_KEpRN78b_S0nUsKBh,2025-11-25,surgut-region-KEpRN78b,zenit-st-petersburg-S0nUsKBh,1,3,zenit-st-petersburg-S0nUsKBh
2025-11-25_K85RJEn0_f3mgP9Ou,2025-11-25,novyi-urengoy-K85RJEn0,belgorod-f3mgP9Ou,0,3,belgorod-f3mgP9Ou
2025-11-25_j7Id0yFb_6katO8rK,2025-11-25,ziraat-bankasi-j7Id0yFb,istanbul-gsk-6katO8rK,3,0,ziraat-bankasi-j7Id0yFb
2025-11-25_CGJh1Hah_fuJ9F075,2025-11-25,istanbul-bb-CGJh1Hah,halkbank-fuJ9F075,3,1,istanbul-bb-CGJh1Hah
2025-11-25_xKjcGtha_UqTvfVSl,2025-11-25,spor-toto-xKjcGtha,cizre-bld-UqTvfVSl,3,1,spor-toto-xKjcGtha
2025-11-25_n5HM8Usr_4nBz5M3U,2025-11-25,akkus-bld-n5HM8Usr,altekma-4nBz5M3U,0,3,altekma-4nBz5M3U
2025-11-25_WhuLLKZT_jm1YCctT,2025-11-25,zawiercie-WhuLLKZT,barkom-jm1YCctT,3,0,zawiercie-WhuLLKZT
2025-11-25_pCto2hNE_63ZVqQDr,2025-11-25,gebze-pCto2hNE,alanya-bld-63ZVqQDr,0,3,alanya-bld-63ZVqQDr
2025-11-25_KloOcygm_WE61m6AE,2025-11-25,gaziantep-genclik-KloOcygm,bursa-WE61m6AE,1,3,bursa-WE61m6AE
2025-11-25_0pxnGFZT_8d2aS61N,2025-11-25,guarulhos-0pxnGFZT,goias-8d2aS61N,3,2,guarulhos-0pxnGFZT
